iter	AUC	Logloss
881	0.833928287	0.5061291311
882	0.8339719772	0.5060895096
883	0.8340026736	0.5060522847
884	0.8340405226	0.5060115738
885	0.8340904117	0.5059709252
886	0.8341160417	0.5059316772
887	0.8341555595	0.5058967244
888	0.8341976404	0.505852372
889	0.8342315555	0.5058157384
890	0.8342654705	0.5057810346
891	0.8342972994	0.5057495366
892	0.8343363404	0.5056989593
893	0.8343830705	0.5056509964
894	0.834428668	0.5056050878
895	0.8344780803	0.5055529542
896	0.8345129192	0.505515387
897	0.8345410228	0.50548364
898	0.8345953822	0.5054159753
899	0.8346331716	0.5053672343
900	0.8346752524	0.5053149451
901	0.8347069025	0.5052809572
902	0.8347476125	0.5052431409
903	0.8347827196	0.5051981349
904	0.8348127604	0.5051675084
905	0.8348509073	0.5051226268
906	0.8348866105	0.5050766248
907	0.8349255323	0.505034669
908	0.8349565268	0.5049930555
909	0.8349892497	0.5049455284
910	0.8350232244	0.50491319
911	0.8350734115	0.5048582553
912	0.8351199031	0.5048124089
913	0.8351482749	0.5047805996
914	0.835190475	0.5047355313
915	0.8352367878	0.5046873506
916	0.8352751136	0.504649192
917	0.8353363276	0.5045784771
918	0.8353755474	0.5045237602
919	0.8354196548	0.5044778204
920	0.835460186	0.504435709
921	0.8354892135	0.5044057983
922	0.8355197906	0.5043687913
923	0.8355568647	0.5043286718
924	0.8356023431	0.5042763515
925	0.8356283903	0.5042371969
926	0.8356514573	0.5042006567
927	0.8356933594	0.5041582029
928	0.8357464969	0.5041029258
929	0.8357887268	0.5040548384
930	0.8358273506	0.5040080271
931	0.8358693123	0.5039647018
932	0.8359079659	0.5039228082
933	0.8359449506	0.5038822219
934	0.8359729052	0.5038408885
935	0.8360025287	0.503806247
936	0.8360342383	0.5037573192
937	0.8360610604	0.5037205612
938	0.8361050487	0.5036730341
939	0.8361338973	0.5036380813
940	0.8361765146	0.5035983353
941	0.8362136483	0.5035564417
942	0.8362514377	0.5035217379
943	0.8362772465	0.5034919828
944	0.8363110423	0.5034398182
945	0.8363410234	0.5034072308
946	0.8363713622	0.5033757017
947	0.8364054561	0.5033417137
948	0.8364422619	0.5033064808
949	0.8364888728	0.5032623462
950	0.8365244865	0.5032249968
951	0.8365506828	0.5031860601
952	0.8365831971	0.5031465319
953	0.8366122246	0.5031107076
954	0.8366451263	0.5030719887
955	0.8366711736	0.5030360711
956	0.8367141485	0.502990567
957	0.8367651701	0.5029357257
958	0.8367975056	0.5028875138
959	0.8368289471	0.5028551132
960	0.83686167	0.5028154917
961	0.8368992507	0.502779574
962	0.8369358182	0.5027336031
963	0.8369627595	0.502707832
964	0.837010324	0.5026589665
965	0.8370446563	0.5026207145
966	0.8370860219	0.5025761754
967	0.8371160626	0.502536336
968	0.8371513486	0.5024951271
969	0.8371918201	0.5024521753
970	0.8372218609	0.5024198058
971	0.837264061	0.5023719986
972	0.8373019695	0.5023289845
973	0.8373384476	0.5022890518
974	0.8373703957	0.5022482787
975	0.837395072	0.5022196753
976	0.8374512792	0.5021574885
977	0.8374821246	0.502110366
978	0.8375149369	0.5020760357
979	0.8375544548	0.5020378148
980	0.8375820816	0.5020065347
981	0.8376353979	0.5019456551
982	0.8376686573	0.5019068117
983	0.837711066	0.5018584443
984	0.8377406001	0.5018250788
985	0.8377777934	0.5017821892
986	0.8378039598	0.5017429723
987	0.837854743	0.5016886912
988	0.8378817439	0.5016602434
989	0.8379163742	0.5016195948
990	0.8379529417	0.5015719743
991	0.8379843831	0.5015420014
992	0.838019371	0.5015037494
993	0.8380337358	0.5014650927
994	0.8380749822	0.5014230435
995	0.8381181359	0.5013643738
996	0.8381673098	0.5013118357
997	0.8382104635	0.5012657714
998	0.8382371068	0.5012244692
999	0.8382627964	0.5011971419
1000	0.8383011222	0.5011587965
1001	0.8383515477	0.50110492
1002	0.8383904696	0.5010628708
1003	0.8384302258	0.5010179581
1004	0.8384682536	0.5009767181
1005	0.8384927511	0.5009428235
1006	0.8385215998	0.5009126016
1007	0.8385568857	0.5008672532
1008	0.8385860324	0.5008188235
1009	0.8386201859	0.5007757161
1010	0.8386633992	0.5007306167
1011	0.8386887908	0.5006976247
1012	0.8387337923	0.5006518717
1013	0.8387673497	0.5006175413
1014	0.8388192654	0.500566217
1015	0.8388428688	0.5005265955
1016	0.8388987184	0.5004659027
1017	0.838935256	0.5004255965
1018	0.8389683366	0.5003839208
1019	0.8389971852	0.5003511156
1020	0.8390417695	0.5003089107
1021	0.8390675783	0.5002802451
1022	0.8391106129	0.5002363284
1023	0.8391485214	0.5001956486
1024	0.8391741514	0.5001610071
1025	0.8392136693	0.5001165613
1026	0.8392496109	0.500072489
1027	0.8392899036	0.500031747
1028	0.8393260837	0.4999913163
1029	0.8393629789	0.4999543092
1030	0.8393981755	0.499914501
1031	0.8394418955	0.4998636124
1032	0.8394757509	0.4998254538
1033	0.8394996524	0.4998003363
1034	0.8395474553	0.4997531827
1035	0.8395888805	0.499710013
1036	0.8396133184	0.4996753403
1037	0.839646697	0.4996387379
1038	0.8396696448	0.4996102278
1039	0.8397087455	0.4995734075
1040	0.8397513032	0.4995310782
1041	0.8398094773	0.4994693272
1042	0.839828074	0.499438296
1043	0.8398783803	0.4993920761
1044	0.8399372399	0.4993288
1045	0.8399817348	0.4992810862
1046	0.8400206864	0.4992376052
1047	0.840054214	0.4991990108
1048	0.8400915861	0.4991628442
1049	0.8401209116	0.4991286072
1050	0.840154171	0.4990935921
1051	0.8401908278	0.4990540951
1052	0.8402333856	0.4990102096
1053	0.8402947187	0.4989488009
1054	0.8403365612	0.4988867387
1055	0.8403735161	0.4988460901
1056	0.8404073119	0.4988087718
1057	0.8404388428	0.4987737878
1058	0.840464592	0.4987449977
1059	0.8405057192	0.4986992758
1060	0.840546906	0.4986589073
1061	0.8405861259	0.4986137145
1062	0.8406225443	0.4985796643
1063	0.8406553268	0.4985431864
1064	0.8406921029	0.4985006703
1065	0.8407283723	0.4984608621
1066	0.8407769799	0.4984084795
1067	0.8408219218	0.4983598319
1068	0.8408594429	0.4983206773
1069	0.8408927917	0.4982775698
1070	0.8409221172	0.4982489975
1071	0.8409593701	0.4982120528
1072	0.8409993052	0.4981756993
1073	0.8410316706	0.4981400929
1074	0.8410711884	0.4980980748
1075	0.8411008716	0.4980665457
1076	0.8411473632	0.4980244342
1077	0.8411844373	0.497975382
1078	0.8412155807	0.4979399934
1079	0.8412564993	0.4978985979
1080	0.8412834406	0.4978709282
1081	0.8413242698	0.4978276029
1082	0.8413600624	0.4977679683
1083	0.841408819	0.4977128468
1084	0.8414498568	0.4976663157
1085	0.8414869905	0.4976286861
1086	0.8415188193	0.4975966279
1087	0.8415537477	0.497558407
1088	0.8415821195	0.4975258196
1089	0.8416146636	0.49748791
1090	0.8416531682	0.4974460164
1091	0.8417006135	0.497384919
1092	0.841720283	0.4973516469
1093	0.8417574763	0.497307419
1094	0.8417761326	0.4972710967
1095	0.8418076038	0.497234183
1096	0.8418391943	0.497195931
1097	0.8418775797	0.4971568386
1098	0.8419068456	0.4971268035
1099	0.8419491053	0.4970829802
1100	0.8420004249	0.4970345816
1101	0.8420205116	0.4969998777
1102	0.8420552611	0.4969666368
1103	0.8420931697	0.4969251478
1104	0.8421213031	0.496895455
1105	0.8421494961	0.4968639259
1106	0.8422048092	0.4968117924
1107	0.8422290087	0.496778458
1108	0.8422622681	0.4967421046
1109	0.8423006535	0.4967041949
1110	0.8423389792	0.4966564499
1111	0.8423727453	0.4966192562
1112	0.8424001336	0.4965840855
1113	0.8424555659	0.4965201557
1114	0.8424974084	0.4964766748
1115	0.8425252438	0.4964424378
1116	0.8425654769	0.4964001708
1117	0.842605114	0.4963575613
1118	0.8426405787	0.4963222972
1119	0.842677772	0.4962760151
1120	0.8427142501	0.4962344639
1121	0.8427431583	0.4962016275
1122	0.8427618146	0.4961650251
1123	0.8427960873	0.4961292319
1124	0.8428260088	0.4960916958
1125	0.8428573012	0.4960535683
1126	0.8428917527	0.4960182108
1127	0.8429345489	0.4959751034
1128	0.8429613113	0.4959427961
1129	0.8429987431	0.4959011204
1130	0.8430393934	0.4958608453
1131	0.8430727124	0.4958259236
1132	0.8431183696	0.4957850883
1133	0.8431437612	0.4957530923
1134	0.8431818485	0.4957109497
1135	0.8432182968	0.4956688382
1136	0.8432410955	0.4956397057
1137	0.8432660401	0.4956037258
1138	0.8433030248	0.4955629216
1139	0.8433154225	0.4955396093
1140	0.8433446884	0.4955083292
1141	0.8433869779	0.4954696414
1142	0.8434170485	0.4954325721
1143	0.8434468508	0.4953911454
1144	0.8434730768	0.495358309
1145	0.8435059786	0.4953229827
1146	0.8435425162	0.4952861313
1147	0.8435656726	0.495258555
1148	0.8435989022	0.4952197116
1149	0.8436318636	0.4951821132
1150	0.8436667919	0.4951514245
1151	0.8436999321	0.4951049556
1152	0.8437317014	0.4950708742
1153	0.8437657356	0.4950287628
1154	0.8438009024	0.494988332
1155	0.8438426852	0.4949422678
1156	0.8438751698	0.4949090268
1157	0.8439058363	0.4948719886
1158	0.8439384699	0.4948304063
1159	0.8439696431	0.49479508
1160	0.8440044522	0.4947538711
1161	0.8440446258	0.4947084916
1162	0.8440778852	0.4946754374
1163	0.8441154361	0.4946401111
1164	0.8441395164	0.4946077727
1165	0.8441708088	0.4945734424
1166	0.844206512	0.4945375869
1167	0.844230175	0.4945028831
1168	0.8442544341	0.4944715719
1169	0.8442743421	0.494439856
1170	0.8443132043	0.4944021642
1171	0.8443456292	0.4943570026
1172	0.8443864584	0.4943093821
1173	0.8444253802	0.4942720015
1174	0.8444640636	0.4942293298
1175	0.8445048928	0.4941681079
1176	0.8445363939	0.4941321591
1177	0.8445678353	0.4941016571
1178	0.8445883393	0.4940804925
1179	0.844610095	0.4940559975
1180	0.8446407318	0.4940227876
1181	0.8446830511	0.4939775948
1182	0.8447344303	0.4939289161
1183	0.8447823524	0.4938777785
1184	0.8448144794	0.493838406
1185	0.844845295	0.4938032976
1186	0.8448712826	0.4937768418
1187	0.8449138403	0.4937360375
1188	0.8449434042	0.4936968829
1189	0.8449842334	0.4936523749
1190	0.8450005651	0.4936252032
1191	0.8450240493	0.4935984361
1192	0.8450605273	0.4935584411
1193	0.8450852036	0.493529153
1194	0.8451238275	0.4934883799
1195	0.8451504707	0.4934482292
1196	0.84518224	0.4934133075
1197	0.8452281952	0.4933607071
1198	0.8452541232	0.4933375816
1199	0.8452931643	0.4932948165
1200	0.8453336954	0.4932542613
1201	0.845351696	0.4932273075
1202	0.8453819752	0.4931835153
1203	0.8454220593	0.4931378868
1204	0.8454626799	0.4930972693
1205	0.845494926	0.4930611026
1206	0.8455171585	0.4930400313
1207	0.8455455303	0.4930061679
1208	0.8455777168	0.4929712462
1209	0.8456076384	0.4929371649
1210	0.8456436396	0.4929008114
1211	0.8456750512	0.4928602251
1212	0.8457319736	0.4927943656
1213	0.8457633257	0.4927553355
1214	0.8458003402	0.4927146246
1215	0.8458452821	0.4926666929
1216	0.8458691835	0.4926358796
1217	0.8458931446	0.4926094549
1218	0.8459277153	0.4925652893
1219	0.8459531665	0.4925305854
1220	0.8459941149	0.4924903414
1221	0.8460362852	0.4924358736
1222	0.8460710049	0.4923936999
1223	0.8461067677	0.4923496587
1224	0.8461304307	0.4923195924
1225	0.8461709619	0.4922738083
1226	0.8462147713	0.4922303273
1227	0.8462413549	0.4922006034
1228	0.8462849259	0.4921573404
1229	0.8463224471	0.4921184347
1230	0.8463578224	0.492083264
1231	0.8463932276	0.4920497741
1232	0.8464187384	0.4920202369
1233	0.8464581966	0.4919793393
1234	0.8464904428	0.4919467208
1235	0.8465260863	0.4919069748
1236	0.8465656638	0.4918587941
1237	0.8466118574	0.4918126987
1238	0.8466489911	0.4917681284
1239	0.846683234	0.4917208192
1240	0.8467246294	0.4916779607
1241	0.8467556536	0.4916407981
1242	0.8467866182	0.491606779
1243	0.8468266428	0.4915597187
1244	0.8468554616	0.4915273492
1245	0.8469030261	0.4914720099
1246	0.846935451	0.4914383643
1247	0.8469812274	0.4913940118
1248	0.8470230699	0.491352305
1249	0.8470588028	0.4913132126
1250	0.8470839262	0.491279567
1251	0.8471116424	0.4912507146
1252	0.8471385837	0.4912219245
1253	0.8471643329	0.491192823
1254	0.8471880555	0.4911676744
1255	0.8472223282	0.4911314455
1256	0.8472519517	0.4910898943
1257	0.847291708	0.4910413089
1258	0.8473330736	0.4909972989
1259	0.8473687172	0.4909564635
1260	0.8474090993	0.4909084696
1261	0.8474271894	0.4908777185
1262	0.8474655151	0.4908403691
1263	0.8475031257	0.4907894494
1264	0.8475407362	0.4907476492
1265	0.8475727439	0.490712105
1266	0.8476096392	0.4906663209
1267	0.8476358652	0.4906321151
1268	0.8476769924	0.4905937385
1269	0.8477245271	0.4905435036
1270	0.847768724	0.4904976572
1271	0.8478223085	0.4904440608
1272	0.8478518724	0.490415862
1273	0.8478787541	0.4903775789
1274	0.8479022384	0.4903484774
1275	0.8479368687	0.4903087003
1276	0.8479741216	0.4902596792
1277	0.8480018377	0.4902290838
1278	0.8480311632	0.4901932907
1279	0.8480643034	0.4901578398
1280	0.8480950594	0.4901201481
1281	0.8481371105	0.4900753288
1282	0.8481703401	0.4900339021
1283	0.8482061625	0.4899923197
1284	0.8482297063	0.4899533207
1285	0.8482578993	0.489918648
1286	0.8482966423	0.4898775014
1287	0.8483266234	0.4898460034
1288	0.8483538628	0.4898131048
1289	0.8483892083	0.4897732343
1290	0.8484157324	0.4897448488
1291	0.8484599292	0.4896992825
1292	0.8485092521	0.4896425425
1293	0.8485402465	0.4896079321
1294	0.8485696912	0.4895714541
1295	0.8486043215	0.4895349451
1296	0.8486309052	0.4895059682
1297	0.8486577272	0.4894767734
1298	0.8486840725	0.4894502864
1299	0.8487223387	0.4894090154
1300	0.848755002	0.4893731288
1301	0.8487864733	0.4893435605
1302	0.8488240838	0.4893015424
1303	0.8488631248	0.4892636328
1304	0.8488901854	0.4892322282
1305	0.8489285707	0.4891860394
1306	0.848965466	0.4891440524
1307	0.8489965796	0.4891111227
1308	0.8490410447	0.4890251257
1309	0.8490777612	0.4889846327
1310	0.849098146	0.488956714
1311	0.8491298258	0.4889174349
1312	0.8491510153	0.4888829801
1313	0.849180162	0.488849957
1314	0.8492110968	0.4888148174
1315	0.8492602706	0.488768224
1316	0.8492951989	0.4887311547
1317	0.8493185043	0.4887015242
1318	0.8493529558	0.4886613425
1319	0.8493898809	0.4886241798
1320	0.8494170308	0.4885912501
1321	0.849452734	0.4885583826
1322	0.8494763076	0.4885293746
1323	0.8495148718	0.4884850533
1324	0.8495461345	0.4884504117
1325	0.849573791	0.4884176687
1326	0.8496058285	0.4883802882
1327	0.8496422172	0.4883394528
1328	0.8496709466	0.4883106004
1329	0.8497029543	0.4882721616
1330	0.8497388959	0.4882299568
1331	0.8497818708	0.4881799709
1332	0.8498231769	0.4881297982
1333	0.8498524427	0.4880954678
1334	0.8498823643	0.4880618222
1335	0.8499065042	0.488028768
1336	0.8499420881	0.4879901425
1337	0.8499854207	0.4879433935
1338	0.8500189185	0.4879046124
1339	0.8500590324	0.4878628744
1340	0.8500805497	0.4878383483
1341	0.8501273692	0.4877856234
1342	0.8501545787	0.4877504527
1343	0.8501861095	0.4877155932
1344	0.8502166271	0.4876804848
1345	0.850249052	0.4876437267
1346	0.8502813578	0.4876096454
1347	0.8503148556	0.4875541815
1348	0.8503639698	0.487496788
1349	0.8503803611	0.487480541
1350	0.8504106402	0.4874508482
1351	0.8504388928	0.4874178873
1352	0.8504765034	0.4873752779
1353	0.8504952788	0.4873556383
1354	0.8505353332	0.4873159546
1355	0.850561738	0.4872868532
1356	0.8505964279	0.4872464847
1357	0.8506260514	0.487212559
1358	0.8506556749	0.4871829596
1359	0.8506861329	0.487146824
1360	0.8507244587	0.4871026272
1361	0.8507514596	0.4870752688
1362	0.8507763743	0.4870504003
1363	0.8508280516	0.4869996051
1364	0.8508503437	0.4869675157
1365	0.8508891463	0.4869265248
1366	0.8509311676	0.4868832306
1367	0.8509654999	0.4868422085
1368	0.8510040939	0.4868081583
1369	0.8510226011	0.4867641171
1370	0.8510542512	0.4867281683
1371	0.85108006	0.4867028952
1372	0.8511170149	0.4866659504
1373	0.8511407375	0.4866302195
1374	0.8511782885	0.4865840618
1375	0.8512115479	0.4865478329
1376	0.8512509465	0.4865080558
1377	0.8512865901	0.4864695548
1378	0.8513191938	0.4864358469
1379	0.8513420224	0.4864133439
1380	0.8513670564	0.4863832465
1381	0.8513970971	0.4863466441
1382	0.8514296412	0.4863047816
1383	0.8514563441	0.486272879
1384	0.8514942527	0.486235623
1385	0.8515405655	0.486186882
1386	0.8515664339	0.486152147
1387	0.8516085148	0.4861052735
1388	0.8516398072	0.4860601741
1389	0.8516710997	0.4860246611
1390	0.8517017961	0.4859860356
1391	0.8517293334	0.4859485616
1392	0.851753056	0.4859175616
1393	0.8517910242	0.4858819241
1394	0.8518362343	0.4858246239
1395	0.851873219	0.4857636821
1396	0.8519165516	0.4857188317
1397	0.8519538641	0.4856788678
1398	0.8519799709	0.4856520385
1399	0.8520006537	0.4856271078
1400	0.8520333767	0.4855918437
1401	0.8520548344	0.4855713015
1402	0.8520894647	0.4855339521
1403	0.8521209955	0.4854944862
1404	0.8521516323	0.4854618055
1405	0.852171123	0.4854261679
1406	0.852193594	0.4853940475
1407	0.8522244096	0.4853591569
1408	0.8522603512	0.4853207492
1409	0.8522862792	0.4852947914
1410	0.8523036838	0.4852657834
1411	0.852337718	0.4852307994
1412	0.8523720503	0.4851925474
1413	0.8524036407	0.4851587151
1414	0.8524360359	0.4851202763
1415	0.8524776697	0.4850723446
1416	0.8525154591	0.4850323184
1417	0.8525481224	0.4849926658
1418	0.8525800109	0.4849584289
1419	0.8526140153	0.4849230714
1420	0.8526430726	0.484892476
1421	0.8526790738	0.4848507692
1422	0.8527131677	0.4848090624
1423	0.8527587652	0.4847639318
1424	0.8527910709	0.4847296949
1425	0.8528120518	0.4846983214
1426	0.8528490067	0.4846565212
1427	0.8528912067	0.4846165262
1428	0.8529202938	0.4845783986
1429	0.852941215	0.4845557089
1430	0.8529718816	0.4845249579
1431	0.8530029655	0.4844891024
1432	0.8530226946	0.484459503
1433	0.8530615568	0.4844136255
1434	0.8530935049	0.4843752801
1435	0.8531296849	0.484336001
1436	0.8531599045	0.4843060903
1437	0.8531934023	0.4842656285
1438	0.8532191515	0.4842329789
1439	0.8532438874	0.4842024457
1440	0.8532742262	0.4841683955
1441	0.8533043861	0.4841276847
1442	0.8533361554	0.4840923272
1443	0.8533731103	0.4840545732
1444	0.853413105	0.4840018794
1445	0.853446126	0.483966771
1446	0.8534991145	0.4839116806
1447	0.85352844	0.4838781906
1448	0.8535596132	0.4838379466
1449	0.8535936177	0.4838024336
1450	0.8536274433	0.4837612247
1451	0.8536613584	0.4837245601
1452	0.8536981344	0.4836877398
1453	0.8537303507	0.4836565842
1454	0.8537684083	0.4836167759
1455	0.8538024426	0.4835774657
1456	0.8538275063	0.4835501695
1457	0.8538643122	0.4835106102
1458	0.8538852334	0.4834889787
1459	0.8539216518	0.4834492016
1460	0.8539454639	0.4834230881
1461	0.8539719582	0.4833848983
1462	0.8540077806	0.4833383361
1463	0.8540378213	0.483305811
1464	0.8540665507	0.4832760248
1465	0.8541025519	0.4832343802
1466	0.8541384339	0.4831937005
1467	0.8541606665	0.4831689876
1468	0.8541792631	0.4831491613
1469	0.8542143106	0.4831129324
1470	0.8542373776	0.48308408
1471	0.8542661071	0.4830521462
1472	0.854300499	0.4830182517
1473	0.8543327451	0.4829760157
1474	0.8543580174	0.4829411251
1475	0.8543876708	0.4829079775
1476	0.8544185758	0.4828741452
1477	0.854472816	0.4828214825
1478	0.8545044065	0.4827847556
1479	0.8545337915	0.4827499584
1480	0.8545648754	0.4827161883
1481	0.8545861244	0.482688363
1482	0.8546167612	0.4826532546
1483	0.854647547	0.482616621
1484	0.8546736836	0.4825867726
1485	0.8546974063	0.4825567686
1486	0.8547201157	0.4825319624
1487	0.8547583222	0.4824920608
1488	0.854796052	0.482453871
1489	0.8548190594	0.4824279443
1490	0.8548545837	0.4823892254
1491	0.8548845053	0.4823551129
1492	0.8549222946	0.4823142465
1493	0.8549605012	0.4822725707
1494	0.8549846411	0.4822438117
1495	0.8550143838	0.4822076761
1496	0.8550461829	0.4821532394
1497	0.8550782204	0.4821199984
1498	0.8551118374	0.4820820888
1499	0.8551466167	0.4820470426
